-9.43466574e+01,  3.68658691e+01
 7.87638835e+01,  6.68573243e+01
-2.18509273e+01,  7.90636387e+00
-9.39378065e+01,  3.52332643e+01
-2.36846392e+01,  1.16768789e+00
-2.31496088e+01,  5.02094531e+00
-2.64944109e+01,  9.30073362e-01
 7.39892943e+01,  6.22336887e+01
 8.38947113e+01,  6.22818040e+01
 8.10165349e+01,  5.85320174e+01
-9.63112812e+01,  4.06308425e+01
-9.54905084e+01,  3.94120393e+01
-2.00203381e+01, -1.12720293e+00
 1.80570281e+01,  8.17936394e+01
 7.37626130e+01,  6.14882115e+01
 7.72109736e+01,  6.46578062e+01
 7.93516125e+01,  6.45148499e+01
 2.04445683e+01,  7.66073025e+01
-9.08117335e+01,  3.49048983e+01
-9.33149867e+01,  3.95337039e+01
 8.24056631e+01,  5.90778355e+01
 8.26305796e+01,  6.39739921e+01
 8.03360649e+01,  6.56608128e+01
-9.00501484e+01,  3.35473738e+01
-9.53167147e+01,  3.63332765e+01
-9.31890307e+01,  3.90090251e+01
 1.86150002e+01,  7.61331660e+01
 1.74935758e+01,  8.42456432e+01
 1.47395123e+01,  7.80953928e+01
-3.01054412e+01,  3.37852142e+00
-2.29711095e+01,  8.12714817e+00
 2.12396940e+01,  8.35981341e+01
 8.05630859e+01,  5.91627332e+01
 8.07231536e+01,  6.31298426e+01
 1.96991666e+01,  7.50855868e+01
 7.34584483e+01,  6.06116017e+01
 2.01974417e+01,  8.39861765e+01
 7.93205249e+01,  6.34946838e+01
-9.13465611e+01,  4.13626421e+01
 1.66106884e+01,  8.05056579e+01
-2.42177057e+01,  3.70025624e+00
-2.48182154e+01,  1.02792125e+01
-8.96559897e+01,  4.16973951e+01
 7.58854426e+01,  6.10485644e+01
-9.35171224e+01,  3.76086387e+01
-1.98934782e+01,  5.60924204e-01
 1.60299225e+01,  8.29200221e+01
-2.62280429e+01,  4.21468448e+00
 1.80124953e+01,  7.33418994e+01
-2.49659407e+01,  2.93607020e+00
 7.83531069e+01,  6.58814761e+01
 1.27376557e+01,  7.40969782e+01
 8.41724422e+01,  6.19927692e+01
-8.89911434e+01,  3.93909003e+01
-9.00928128e+01,  4.26910811e+01
 1.52501098e+01,  7.70156418e+01
 1.43716625e+01,  8.12218345e+01
 7.75236772e+01,  6.04990623e+01
-2.48439171e+01,  4.77112717e+00
 1.37876522e+01,  8.02798911e+01
-2.05093241e+01,  2.52779295e+00
-2.39061215e+01,  8.68354466e-01
 7.86683125e+01,  6.44095708e+01
 1.48213463e+01,  7.47037749e+01
 1.91064719e+01,  7.14296498e+01
-9.21163281e+01,  3.80738370e+01
 8.29190778e+01,  6.00725979e+01
-2.88918048e+01,  6.71443052e+00
-9.36258051e+01,  3.54968285e+01
 8.20180247e+01,  6.56886614e+01
-9.11973655e+01,  3.79161944e+01
 7.76200541e+01,  5.84387308e+01
 2.09124603e+01,  7.85421142e+01
 1.71202219e+01,  6.99736372e+01
 7.29476400e+01,  6.28325236e+01
 7.81826055e+01,  6.23565148e+01
 7.82157676e+01,  6.50725347e+01
-2.62367528e+01,  3.02129831e+00
 8.04785277e+01,  6.26270175e+01
 2.07794863e+01,  8.07618509e+01
-2.25638928e+01,  1.37300760e+00
-9.05367246e+01,  3.34109851e+01
-8.97594878e+01,  4.42672820e+01
-2.54843853e+01,  8.54925551e-03
 8.14814722e+01,  6.54089907e+01
 1.68961439e+01,  7.91526534e+01
 1.82821334e+01,  7.83640997e+01
 7.91223766e+01,  6.33927175e+01
 1.91354507e+01,  8.07619890e+01
 1.33006145e+01,  7.52927453e+01
 1.50618338e+01,  7.80033103e+01
-9.31769634e+01,  3.72700974e+01
 8.14648216e+01,  6.28870816e+01
 1.77407376e+01,  8.25112053e+01
-9.37124089e+01,  4.19196200e+01
-2.72115189e+01, -4.18719990e-01
 1.69077509e+01,  8.09219783e+01
-9.36188041e+01,  3.52297370e+01
-9.38219857e+01,  4.11366023e+01
-9.23916816e+01,  4.26560506e+01
-8.74190637e+01,  3.77682599e+01
-2.32065149e+01,  9.96741200e-01
 1.89402337e+01,  8.36161126e+01
-1.81436564e+01,  4.95027137e+00
-2.71962082e+01,  6.46739818e+00
 7.85666037e+01,  5.56214326e+01
-2.08242162e+01,  5.28335769e+00
 2.09865570e+01,  8.35410802e+01
 7.69913653e+01,  6.74289908e+01
-9.49597152e+01,  3.93220811e+01
-2.09769162e+01,  5.44052389e+00
 2.39101562e+01,  8.06210326e+01
-2.09912772e+01,  3.81296749e+00
-2.34676370e+01,  9.44692402e+00
-9.43552724e+01,  4.01329844e+01
-9.42546809e+01,  3.79849089e+01
 7.83702530e+01,  6.49507418e+01
-8.93996856e+01,  3.87407814e+01
-2.23515871e+01, -1.12609975e+00
 1.44576532e+01,  8.12055704e+01
 1.48094287e+01,  7.38383534e+01
 8.38562775e+01,  6.26400761e+01
-2.46095741e+01,  2.66224786e+00
 1.92093456e+01,  8.00102602e+01
 8.08310135e+01,  6.39221541e+01
 1.47761062e+01,  8.21167436e+01
-9.75322888e+01,  4.13094566e+01
