-7.38175145e+01,	5.05E+01
-8.85855713e+01,	7.77E+01
-7.09447601e+01,	4.85E+01
-8.94707377e+01,	7.75E+01
-6.40160467e+01,	5.11E+01
-6.26254159e+01,	-4.22E+00
-1.01582297e+02,	8.53E+01
-6.75399984e+01,	5.41E+01
-9.68618264e+01,	7.47E+01
-4.30873035e+01,	6.62E+00
-7.71354031e+01,	5.54E+01
-1.06321032e+02,	8.74E+01
-9.60676120e+01,	9.13E+01
-4.33052681e+01,	8.22E+00
-8.96529705e+01,	7.96E+01
-6.97515759e+01,	5.28E+01
-5.56349226e+01,	4.06E+01
-1.02087350e+02,	7.35E+01
-5.96064611e+01,	5.66E+01
-7.68861351e+01,	4.25E+01
-9.54192241e+01,	8.01E+01
-4.05084123e+01,	2.55E+00
-9.76262215e+01,	7.74E+01
-1.04529655e+02,	8.93E+01
-5.86160613e+01,	7.90E+00
-8.99360752e+01,	8.36E+01
-1.02497568e+02,	8.45E+01
-9.85616966e+01,	8.13E+01
-7.72049205e+01,	6.28E+01
-7.29228004e+01,	4.94E+01
-1.01061035e+02,	8.48E+01
-7.88106038e+01,	5.48E+01
-9.48231335e+01,	8.54E+01
-4.86216131e+01,	1.85E+01
-8.84574398e+01,	8.24E+01
-6.91315420e+01,	4.72E+01
-4.23798597e+01,	3.91E+00
-9.65042723e+01,	6.95E+01
-8.73572470e+01,	9.52E+01
-8.79326020e+01,	8.40E+01
-9.71033139e+01,	7.92E+01
-4.67523090e+01,	-4.86E+00
-3.96734319e+01,	-1.75E+00
-9.11993472e+01,	5.18E+01
-6.14957387e+01,	3.95E+01
-1.09216844e+02,	8.59E+01
-1.08314148e+02,	9.28E+01
-3.48841061e+01,	1.17E+00
-1.06967269e+02,	8.85E+01
-8.02960918e+01,	4.12E+01
-9.77993265e+01,	8.61E+01
-7.42958352e+01,	5.39E+01
-7.33521920e+01,	5.13E+01
-6.51995261e+01,	5.56E+01
-1.09774929e+02,	9.02E+01
-6.90558897e+01,	4.74E+01
-6.80489176e+01,	4.30E+01
-7.45121449e+01,	4.98E+01
-9.77195169e+01,	9.04E+01
-4.04984375e+01,	1.04E+01
-6.88093872e+01,	4.15E+01
-8.20411967e+01,	4.85E+01
-9.93909120e+01,	7.28E+01
-4.47016443e+01,	5.39E+00
-4.30000934e+01,	1.83E+00
-4.55928003e+01,	1.59E+01
-5.12946342e+01,	5.83E+00
-6.36318806e+01,	4.22E+01
-1.02959193e+02,	7.55E+01
-5.07587440e+01,	1.82E+01
-4.69496317e+01,	8.27E+00
-5.54321294e+01,	9.62E+00
-3.84479840e+01,	7.80E+00
